input;category
Ela deve receber mais uma dose de uma das vacinas?;covid
Existe risco se uma pessoa tomar vacinas diferentes?;covid
Qual o tempo de imunidade que as vacinas aplicadas no Brasil (Astrazeneca/Oxford e Sinovac/Butantan) oferecem?;covid
O que são as novas variantes do SARS-COV2?;covid
O que faz uma variante ser mais agressiva que outras?;covid
Quais as variantes de atenção/precupação já foram identificadas no Brasil, até o momento?;covid
A variante que vem causando infecções mais agressivas na África do Sul já está circulando no Brasil?;covid
Essas variantes são responsáveis pelo aumento de casos e internações no país?;covid
Como é feita a identificação dessas variantes?;covid
Todos os casos suspeitos de Covid-19 devem ter sequenciamento genético?;covid
Quando haverá atualização dos casos de variantes que estão sendo acompanhados pelo Ministério da Saúde?;covid
As variantes encontradas no Brasil podem afetar a eficácia das vacinas?;covid
O que o Ministério da Saúde define como caso de reinfecção?;covid
Como é feito o monitoramento dos casos de reinfecção?;covid
O Ministério da Saúde está em contato com os produtores Fiocruz e Butantan para saber se há estudos sendo realizados que apontem se as vacinas aprovadas no Brasil são eficazes também contra as variantes do Reino Unido e de Manaus que já estão circulando no País?;covid
Posso tomar vacina da gripe junto com a de Covid-19?;covid
Ter resultado Negativo no teste de anticorpo realizado para a pesquisa significa que eu não estou com COVID-19?;covid
Já tive covid-19 mesmo assim preciso participar da pesquisa?;covid
Já fui vacinado contra a covid-19 mesmo assim preciso participar da pesquisa?;covid
Por que é preciso esperar entre uma dose e outra?;covid
Mesmo quem já teve Covid-19 precisa se vacinar?;covid
Quem não pode tomar a vacina?;covid
É normal ter alguma reação após tomar a vacina?;covid
Mesmo após ter tomado as doses, preciso usar a máscara e evitar aglomerações?;covid
Quais comorbidades estão sendo vacinadas primeiro e por que?;covid
A vacinação é segura para a população quilombola?;covid
O que é tuberculose?;tuberculose
A tuberculose é uma doença infecciosa e transmissível, causada pela bactéria Mycobacterium tuberculosis, também conhecida como bacilo de Koch;tuberculose
Doença causada pelo bacilo de Koch;tuberculose
A forma extrapulmonar, que afeta outros órgãos que não o pulmão, ocorre mais frequentemente em pessoas vivendo com HIV, especialmente aquelas com comprometimento imunológico.;tuberculose
Apesar de ser uma enfermidade antiga, a tuberculose continua sendo um importante problema de saúde pública;tuberculose
No mundo, a cada ano, cerca de 10 milhões de pessoas adoecem por tuberculose.;tuberculose
No Brasil são notificados aproximadamente 70 mil casos novos e ocorrem cerca de 4,5 mil mortes em decorrência da tuberculose.;tuberculose
Como a tuberculose é transmitida? ;tuberculose
A transmissão da tuberculose acontece por via respiratória;tuberculose
uma pessoa com tuberculose pulmonar e/ou laríngea ativa, sem tratamento, pode infectar, em média, de 10 a 15 pessoas.;tuberculose
A tuberculose NÃO se transmite por objetos compartilhados.;tuberculose
Bacilos que se depositam em roupas, lençóis, copos e talheres dificilmente se dispersam em aerossóis e, por isso, não têm papel importante na transmissão da doença.;tuberculose
O bacilo é sensível à luz solar e a circulação de ar possibilita a dispersão das partículas infectantes.;tuberculose
Quais são os sintomas da tuberculose?;tuberculose
O principal sintoma da tuberculose pulmonar é a tosse. Essa tosse pode ser seca ou produtiva (com catarro).;tuberculose
 Recomenda-se que toda pessoa com sintomas respiratórios, ou seja, que apresente tosse por três semanas ou mais, seja investigada para tuberculose.;tuberculose
Caso a pessoa apresente sintomas de tuberculose, é fundamental procurar a unidade de saúde mais próxima da residência para avaliação e realização de exames;tuberculose
Se o resultado for positivo para tuberculose, deve-se iniciar o tratamento o mais rápido possível e segui-lo até o final.;tuberculose
Como é feito o diagnóstico da tuberculose?;tuberculose
No Brasil, o diagnóstico da TB é realizado conforme preconizado no Manual de Recomendações Para o Controle da Tuberculose no Brasil, sendo subdividido em diagnóstico clínico, diferencial, bacteriológico, imagem, histopatológico e por outros testes diagnósticos.;tuberculose
O diagnóstico laboratorial da Tuberculose é fundamental tanto para a detecção de casos novos quanto para o controle de tratamento.;tuberculose
Para o diagnóstico laboratorial da tuberculose são utilizados os seguintes exames;tuberculose
Teste rápido molecular para tuberculose (TRM-TB) ou baciloscopia;tuberculose
Teste de Sensibilidade aos fármacos ;tuberculose
realização da radiografia do tórax é indicada como um método complementar para esse diagnóstico;tuberculose
Como é o tratamento da tuberculose?;tuberculose
O tratamento da tuberculose dura no mínimo seis meses, é gratuito e está disponível no Sistema Único de Saúde (SUS).;tuberculose
rifampicina, isoniazida, pirazinamida e etambutol;tuberculose
A tuberculose tem cura quando o tratamento é feito de forma adequada, até o final;tuberculose
A vacina BCG (bacilo Calmette-Guérin), ofertada no Sistema Único de Saúde (SUS), protege a criança das formas mais graves da doença;tuberculose
A ILTB ocorre quando uma pessoa se encontra infectada pelo Mycobacterium tuberculosis, sem manifestação da doença ativa;tuberculose
contatos domiciliares de pessoas diagnosticadas com TB;tuberculose
Conheça mais sobre o Protocolo de vigilância da infecção latente pelo Mycobacterium tuberculosis no Brasil ;tuberculose
orientações gerais para minimizar o risco de transmissão da tuberculose no domicílio e em ambientes públicos;tuberculose
populações e os seus respectivos riscos de adoecimento em comparação com a população em geral.;tuberculose
populações mais vulneráveis: privados de liberdade, indígenas, pessoas que vivendo com HIV, pessoas em situação de rua e profissionais de saúde;tuberculose
radiografia de tórax sugestiva para tuberculose seja avaliada pela equipe de saúde;tuberculose
coleta de escarro para baciloscopia ou TRM-TB, cultura e teste de sensibilidade;tuberculose
Plano Nacional pelo Fim da Tuberculose como Problema de Saúde Pública;tuberculose
Situação Epidemiológica da tuberculose;tuberculose
O Selo Turismo Responsável é um programa do Ministério do Turismo;seloturismo
estabelece boas práticas de higienização para cada segmento do setor de turismo;seloturismo
O selo é um incentivo para que os consumidores se sintam seguros ao viajar;seloturismo
as empresas e guias de turismo precisam estar devidamente inscritos no Cadastur;seloturismo
Prestadores de Serviços Turísticos com situação regular no sistema Cadastur;seloturismo
lista de prestadores de serviços turísticos com situação regular;seloturismo
Após adesão ao selo, a tabela ativará a opção de emissão do Selo;seloturismo
Para baixar as peças publicitárias do Selo, clique no ícone Baixar Peças;seloturismo
Informações sobre as condições de acessibilidade, sinalização, limpeza e conforto dos locais de atendimento;seloturismo
Em 2020, o Ministério do Turismo lançou o selo;seloturismo
padronizações nos protocolos higiênicos em cada segmento turístico;seloturismo
O turismo responsável contempla uma consciência ambiental maior;seloturismo
Ele incentiva a preservação do meio ambiente e a sustentabilidade, e é uma tendência que vem crescendo;seloturismo
Diferentemente do modelo tradicional de turismo, que explora o destino destruindo-o gradativamente;seloturismo
na construção e na convivência, por meio do conhecimento e da curiosidade;seloturismo
Esta forma de conhecer outros lugares tem objetivos que sustentam o seu conceito;seloturismo
Menos impactos sociais, econômicos e ambientais negativos;seloturismo
Tudo o que puder ser feito para minimizar os impactos negativos do turismo;seloturismo
Isso inclui diminuir a geração de resíduos recicláveis e orgânicos;seloturismo
Benefícios econômicos para a população local;seloturismo
Uma das maneiras de exercer o turismo responsável é priorizando serviços oferecidos pela própria comunidade;seloturismo
Essa postura vai além de frequentar restaurantes e bares da região;seloturismo
Contratar guias locais para os passeios, prestigiar o artesanato local e priorizar hospedagens de habitantes locais;seloturismo
Conservação do patrimônio natural e cultural;seloturismo
Adotar o turismo responsável como filosofia de vida contribuiu para a conservação local;seloturismo
compreender o modo de vida local, respeitando seus hábitos e sua cultura;seloturismo
prestigie manifestações culturais e abrace a diversidade local;seloturismo
Além de priorizar hospedagens locais e que sejam próximas aos destinos desejados;seloturismo
A atitude ajuda a reduzir a emissão de poluentes, além de tornar a viagem mais econômica;seloturismo
Redução no gasto de energia e água;seloturismo
Engana-se quem pensa que o turismo responsável apenas consiste em diminuir a geração de lixo e poluentes;seloturismo
Esse cuidado ajuda a economizar água e energia, colaborando com a sustentabilidade;seloturismo
Valorização do destino e das pessoas que vivem no local;seloturismo
À princípio, pode parecer que o turismo responsável e a sustentabilidade apenas se aplicam a destinos de natureza;seloturismo
Respeitar o horário planejado para evitar incidentes, bem como evitar improvisos que afetem ao desenvolvimento e itinerário da visita;seloturismo
Atender às diretrizes sanitárias no caso de utilização de veículos para transporte de turistas;seloturismo
O guia de turismo deverá informar a seus clientes as medidas de prevenção e higiênicas aplicáveis;seloturismo
Buscar informar-se sobre o local de destino antes de viajar;seloturismo
Preparar-se para ser flexível durante sua viagem, pois restrições e políticas de saúde podem mudar antes e durante sua viagem;seloturismo
O turista também é responsável pelo controle da epidemia;seloturismo
Para a certificação das instalações a respeito do cumprimento dos protocolos poderão ser realizadas auditorias;seloturismo
Vistoriar, com equipe de liderança, as áreas comuns de público e funcionários, bem como filas das atrações, com o objetivo de garantir o distanciamento físico;seloturismo
Implementar sinalizações indicativas nas filas, bem como marcação no piso, orientando e garantindo o distanciamento físico;seloturismo
Para os setores de Meios de Hospedagem as premissas recomendadas foram sistematizadas por setores como: Recepção, Governança, Alimentos e Bebidas e Eventos e Lazer;seloturismo
Ao final da estada do hóspede, deverá ser realizada limpeza e desinfecção completa da unidade habitacional;seloturismo
É proibido pernoitar na embarcação;seloturismo
Fornecer Equipamentos de Proteção Individual (EPI) para colaboradores;seloturismo
orientar o consumidor a dar preferência aos estabelecimentos/equipamentos que estejam aplicando protocolos de biossegurança;seloturismo
dor no abdomen é covid?;covid
Pego covid tocando numa objeto_contaminado;covid
Pego covid através de meio;covid
onde começou o covid;covid
onde coemçou a infestação do covid;covid
O vírus é transmitido através de meio;covid
O que significa covid;covid
comorbidade pode ser motivo para tomar vacina?;covid
COVID é uma família de vírus;covid
quais as vacinas disponíveis para covid;covid
criança pode se vacinar contra covid;covid
qual a melhor vacina;covid
as vacinas contra covid são seguras;covid
tenho que tomar quantas doses da vacina;covid
como prevenir o contagio;covid
covid começou na china;covid
covid é doença grave;covid
Covid é grave;covid
covid é o virus SARS-CoV-2;covid
Covid é um vírus grave;covid
covid é uma arma quimica;covid
Covid é uma doença grave;covid
covid é uma gripe forte;covid
covid foi criada em laboratorio;covid
covid vem do pangolim;covid
covid vem do morcego;covid
descreva covid;covid
fala do covid;covid
O que é COVID-19?;covid
O que quer dizer covid;covid
o que são os virus da família covid;covid
covid veio da china;covid
quais os virus comuns da família covid;covid
Qual a chance de pegar a forma severa da covid;covid
quais os virus mais comuns que infectam humanos;covid
quais os covid mais comuns;covid
Posso pegar covide não perceber;covid
pode me dizer o que é covid;covid
quais são os meios de transmissão da covid;covid
como pega covid;covid
como a covid é trasmitida;covid
como eu posso ser contaminado;covid
Como prevenir o covid;covid
Como prevenir;covid
Que exame comprova o covid?;covid
Como é o Diagnóstico do covid;covid
Como saber se tenho covid?;covid
Como saber se estou contaminado?;covid
Quais os sintomas da covid?;covid
O covid-19 pode reduzir o meu nível de CD4?;covid
Tenho HIV corro mais risco?;covid
Com HIV o covid-19 pode ser mais grave?;covid
Pessoas Com HIV correm mais riscos?;covid
a pandemia tem a cobertura de quais laboratórios para a contraprova da covid;covid
a pandemia tem a cobertura de quais laboratórios para o diagnostico da covid;covid
quais os laboratorios estão atuando na comprovação do diagnostico da covid;covid
Quais os laboratórios fazem os exames para a comprovação;covid
quais os laboratorios capacitados a realizar os exames para covid-19;covid
quais os laboratorios credenciados a realizar os exames para covid-19;covid
quais os laboratorios estão fazendo os exames para identificar o covid-19;covid
quais os laboratorios fazem o exame de comprovoção do covid-19;covid
meu teste vai para exame de comprovação em qual laboratorio;covid
Posso fabricar meu próprio álcool em gel?;covid
Como produzir álcool em gel?;covid
Como fazer álcool em gel caseiro?;covid
Receita álcool em gel OMS;covid
por onde começou a pandemia;covid
A OPAS ou a OMS divulgaram uma receita de gel pra fazer em casa?;covid
Minha oximetria está baixa;covid
Se eu ficar doente o que fazer?;covid
Estou me sentindo gripado o que faço?;covid
Estou com sintoma o que faço?;covid
Não estou sentido o cheiro das coisas;covid
Não estou sentindo o gosto das coisas;covid
Funcionário doente no trabalho;covid
O que posso fazer para evitar a propagação da COVID-19 no meu local de trabalho?;covid
Como se prevenir do coronavírus?;covid
Como evitar covid-19 no trabalho?;covid
Como não pegar covid-19 no trabalho?;covid
Como identificar que estou com covid;covid
Principais sintomas;covid
Onde pega covid;covid
Como pega covid;covid
Uma pessoa do meu trabalho foi diagnosticada com covid posso ter me contaminado;covid
Tive contato com um paciente de covid posso estar contaminado;covid
Conversei com uma pessoa com covid posso pegar;covid
Estou com sintoma é covid?;covid
Quais os principais sintomas da covid;covid
Que sintoma tem a covid;covid
Como posso saber se estou com covid;covid
Tive sintoma é covid;covid
Dinheiro transmite covid-19;covid
Dá pra pegar covid-19 pelo dinheiro;covid
posso pegar o virus no onibus / Uber / supermercado / padaria / açougue/ lotéricas / bancos / praças;covid
Se eu entrar num elevador depois de uma pessoa contaminada posso pega pelo ar;covid
posso pegar virus de conta de água luz condomínio;covid
posso pegar virus de embalagens dos correios;covid
se eu varrer (ou limpar) um ambiente contaminado posso pegar o virus da poeira levantada;covid
o tapete de meu carro pode conter virus e me contaminar;covid
ar condicionado pode provocar a contaminação do virus;covid
posso pegar covid em bebedouro de água no trabalho;covid
posso pegar covid pelos meus óculos sujos;covid
posso contrair covid na troca de curativos;covid
protejo sempre a boca com máscara posso pegar pelos olhos/ouvidos/feridas na pele;covid
posso pegar covid pela conversa com outra pessoa;covid
se minha máscara estiver úmida corro o risco de ser contagiado;covid
É possível pegar COVID-19 de uma pessoa que não apresenta sintomas;covid
Posso pegar COVID-19 de fezes de alguém com a doença;covid
Posso pegar coronavírus utilizando banheiro público;covid
Se eu abraçar meu filho ele pode pegar;covid
Posso pegar covid-19 colocando a mão no rosto;covid
Tossir pode transmitir covid-19;covid
Pegar covid-19 de assintomático;covid
Assintomático transmite covid-19;covid
minha parente tem covid-19 mas não tem sintoma;covid
Quem não tem sintomas pode transmitir covid-19;covid
As gotículas do espirro podem ficar em suspensão e contaminar quem passa;covid
Meu/minha parente tem covid-19 mas não tem sintoma;covid
Dá pra pegar covid-19 com moedas;covid
Dá pra pegar covid-19 por cédula;covid
Tive sintomas é coronavírus;covid
Como o vírus responsável pela COVID-19 se espalha;covid
Os coronavírus podem ser transmitidos de pessoa para pessoa;covid
Qual a distância segura para não ser contaminado;covid
Qual a distância mínima para não ser contaminado;covid
Que distância devo manter para não ser contaminado;covid
Como acontece a circulação do virus;covid
Como acontece a circulação do coronavírus;covid
recebi uma encomenda da china devo tomar cuidado;covid
É seguro receber um pacote de qualquer área em que a COVID-19 tenha sido notificada?;covid
É seguro comprar coisa da China?;covid
É seguro importar de países com covid-19?;covid
Minhas encomendas de área de risco via transportadoras pode vir contaminadas;covid
compras de área de risco pela internet pode vir contaminadas;covid
compras via e-commerce de área de risco pode chegar contaminadas;covid
minhas encomendas postais de área de risco pode ser contaminadas;covid
minhas encomendas de área infectadas via correios pode ser contaminadas;covid
entregas postais localidades de risco podem conter virus;covid
embalagens de sedex de produtos oriundos da china podem conter virus;covid
embalagens de sedex de produtos chineses podem estar contaminadas;covid
encomendas de produtos produzidos na china podem chegar com embalagens contaminadas;covid
Quem está em risco de desenvolver doenças graves?;covid
Fumantes e usuários de produtos de tabaco correm maior risco de infecção por covid?;covid
sou obeso COVID_risco_doenca_grave;covid
posso levar o virus pra dentro de casa após caminhada por espaço externo;covid
debaixo das minhas unhas posso portar o virus mesmo após uso do alcool gel;covid
meu cabelo pode manter o virus vivo ativo;covid
minhas pele manter o virus vivo ativo;covid
minhas roupas pode manter o virus vivo ativo;covid
Preciso higienizar sacolas plásticas do supermercado?;covid
Quanto tempo o virus sobrevive em objetos?;covid
Preciso limpar as embalagens de comida de delivery?;covid
Deixar a roupa no sol mata coronavírus?;covid
Preciso lavar as embalagens do mercado?;covid
Quanto tempo o vírus sobrevive em superfícies?;covid
O virus permanece em ambientes fechados por tempo indeterminado;covid
Se tocar as superfícies no ônibus corro risco de pegar covid-19?;covid
Toalha de rosto compartilhada pode passar covid-19?;covid
Devo lavar as roupas quando chegar em casa?;covid
As frutas e verduras podem estar infectadas?;covid
Os produtos do supermercado podem estar infectados?;covid
Preciso passar álcool gel na sacola do supermercado?;covid
posso levar o virus pra dentro de casa após tocar em espaço interno;covid
Como se cadastrar no Cadastur;seloturismo
Gerar Cadastro no CADASTUR;seloturismo
incluri um novo exemplo de treinamento;seloturismo
Cadastur - Documentação exigida;seloturismo
Qual a finalidade do Cadastur;seloturismo
O Cadastur é obrigatório para;seloturismo
O Cadastur é opcional para;seloturismo
o que é o registro cadastur;seloturismo
O que é o Cadastur;seloturismo
Cadastur o que é;seloturismo
cadastur;seloturismo
cadastrotur;seloturismo
cadtur;seloturismo
cadtrur;seloturismo
cadastrur;seloturismo
explique-me o que registro cadastur;seloturismo
defina-me registro cadastur;seloturismo
registro cadastur é o que;seloturismo
Validade do Cadastur;seloturismo
quero cadastrar;seloturismo
cadastrar;seloturismo
gerar cadastro;seloturismo
alimentar cadastro;seloturismo
inserir cadastro;seloturismo
completar cadastro;seloturismo
preencher cadastro;seloturismo
fazer cadastro;seloturismo
queria cadastrar;seloturismo
so quero fazer o cadastro;seloturismo
cadastrar agora;seloturismo
me ensine a fazer o cadastro;seloturismo
como fazer o meu cadastro;seloturismo
como me cadastro;seloturismo
quero gerar meu cadastro;seloturismo
como faço para me cadastrar;seloturismo
como cadastrar;seloturismo
PREENCHER O CADASTRAMENTO;seloturismo
FAZER O CADASTRAMENTO;seloturismo
cadastramento;seloturismo
criar cadastro;seloturismo
login fala.br;seloturismo
registrar denuncia ouvidoria;seloturismo
acionar ouvidoria;seloturismo
falar com a ouvidoria e acesso a informação;seloturismo
ouvidoria;seloturismo
ouvidoria e acesso a informação;seloturismo
Controladoria geral da União;seloturismo
CGU;seloturismo
central de atendimento ao cidadão;seloturismo
Fala.BR - Plataforma Integrada de Ouvidoria e Acesso à Informação;seloturismo
atendimento ao cidadão;seloturismo
atendimento ao usuario;seloturismo
atendimento ao cidadao;seloturismo
queria denunciar o descumprimentos dos protocolos de higiente orientados pelo Selo;seloturismo
posso denunciar o descumprimentos das medidas de higiente orientadas pelo Selo;seloturismo
Denuncio o descumprimento do protocolo das medidas de proteção e segurança sanitária;seloturismo
como denunciar o descumprimento das medidas de proteção e segurança sanitária recomendadas pelo selo;seloturismo
quero denunciar o descumprimentos das medidas de higiente orientadas pelo Selo;seloturismo
Gostaria de fazer uma denúncia referente a um estabelecimento que não cumpre as normas de saúde.;seloturismo
denúncia referente a um estabelecimento por descumprimento de medidas de proteção e segurança sanitária;seloturismo
vendi meu estabelecimento e não quero continuar sendo o responsavel;seloturismo
fechei meu estabelecimento e quero cancelar o selo;seloturismo
tem como eu excluir minha adesão ao selo;seloturismo
quero retirar minha adesão ao selo turismo responsavel;seloturismo
É possível o prestador de serviço turístico retirar sua adesão ao Selo?;seloturismo
não tenho mais o interesse em usar o selo em meu estabelecimento;seloturismo
não quero mais ase filiado ao programa selo turismo;seloturismo
desisti de participar do programa selo turismo responsavel;seloturismo
vou cancelar meu selo como faço;seloturismo
quero me desfiliar do programa selo turismo responsavel;seloturismo
quero me desligar do programa selo turismo responsavel;seloturismo
quero sair do programa selo turismo responsavel;seloturismo
como faço para cancelar meu selo turismo reponsavel;seloturismo
meu estabelecimento faliu e quero sair do programa selo turismo;seloturismo
não estou conseguindo ter acesso a todo o material publicitário por download.;seloturismo
deu erro na emissão do selo;seloturismo
não apareceu nada quando selecionei exportar as peças promocionais;seloturismo
Após a emissão cliquei em exportar peças promocionais e nada apareceu;seloturismo
Não consigo emitir o Selo ocorre erro;seloturismo
o selo aparece sem o QR code. Como proceder?;seloturismo
Já aderi ao Selo e preciso das peças promocionais o que fazer;seloturismo
não aparece a opção para exportar as peças promocionais;seloturismo
Não obtive sucesso em exportar as peças promocionais;seloturismo
NÃO SEI SE MEU SELO CONTINUA ATIVO COMO VERIFICO;seloturismo
COMO SABER SE MEU SELO CONTINUA ATIVADO;seloturismo
COMO SABER SE MEU SELO ESTA OPERANTE;seloturismo
PRECISO SABER A SITUAÇÃO DO MEU SELO SE ATIVADO OU DESATIVADO;seloturismo
TEM COMO VER O STATUS DE ATIVAÇÃO DO MEU SELO;seloturismo
COMO VERIFICAR SE O SELO DO EMPREENDIMENTO CONTINUA ATIVO;seloturismo
COMO VERIFICAR SE O SELO DO EMPREENDIMENTO ESTÁ ATIVO;seloturismo
QUERO VER SE O SELO ESTA ATIVO PARA OS TURISTAS;seloturismo
COMO SABER SE MEU SELO CONTINUA ATIVO;seloturismo
COM O VERIFICO SE MEU SELO ESTA ATIVO;seloturismo
COMO FAÇO PARA SABER SE O SELO ESTA ATIVO;seloturismo
Como saber se o Selo está ativo para o prestador?;seloturismo
COMO EU VEJO SE O SELO ESTA ATIVADO;seloturismo
PARA SABER SE O SELO ESTA ATIVADO COMO PROCEDER;seloturismo
quais os protocolos necessarios para garantir a proteção e segurança sanitária;seloturismo
Protocolos necessários por tipo de estabelecimento;seloturismo
quais os Protocolos necessários;seloturismo
quais são protocolos praticados pelo programa selo turista responsavel;seloturismo
quais são protocolos estabelecidos pelo programa selo turista responsavel;seloturismo
quais os protocolos exigidos nos empreendimentos turisticos;seloturismo
quais os protocolos devo seguir no meu estabelecimentto;seloturismo
quais são os protocolos recomendados;seloturismo
quais são os protocolos gerais;seloturismo
quais são os protocolos especificos;seloturismo
quais são os protocolos transversais;seloturismo
quais são os protocolos setorias;seloturismo
onde pesquiso os protocolos para os hoteis;seloturismo
quais são os protocolos e medidas de proteção e segurança para hospedagem;seloturismo
tenho um hotel qual o protocolo devo seguir;seloturismo
tenho um hotel qual o protocolo a praticar;seloturismo
qual o protocolo tenho que adotar para meu hotel pousada;seloturismo
hoteis devem seguir qual protocolo;seloturismo
quais são os protocolos de melhores praticas para hospedagem;seloturismo
quais são as medidas especificas do protocolo para hospedagem;seloturismo
os hoteis devem seguir medidas especificas do protocolo;seloturismo
os hoteis tem um protocolo especifico;seloturismo
existe um protocolo especifico para meios de hospedagem;seloturismo
meios de hospedagem;seloturismo
o setor hoteleiro possuira um protocolo especifico;seloturismo
recomendaçoes para os hoteis;seloturismo
hostalagem;seloturismo
albergaria;seloturismo
hospedaria;seloturismo
flotel;seloturismo
albergues;seloturismo
moteis;seloturismo
resorts;seloturismo
pensões;seloturismo
pousadas;seloturismo
estalagem;seloturismo
estalagem pousadas pensões;seloturismo
hoteis;seloturismo
protocolos para hotelaria e hospedagem;seloturismo
protocolos para as rede de hoteis;seloturismo
protocolos para os hoteis;seloturismo
protocolos para hospedagem;seloturismo
recomendações para resorts;seloturismo
recomendações para hospedagem;seloturismo
recomendações para hotel;seloturismo
as recomendaçoes para aos meios de hospedagem;seloturismo
onde acho o protocolo para o setor hoteleiro;seloturismo
onde pesquiso os protocolos para o setor hoteleito;seloturismo
onde consigo ver os protocolos par ao setor hoteleito;seloturismo
E o setor hoteleiro qual protocolo deve seguir;seloturismo
qual o protocolo a ser seguido pelo hoteis;seloturismo
qual o protocolo para o setor hoteleiro;seloturismo
o setor hoteleiro possuira um protocolo unico;seloturismo
o setor hoteleiro cumprirá protocolo especifico;seloturismo
qual o protocolo recomendado para os meios de hospedagem;seloturismo
qual o protocolo recomendado para os hoteis pousadas resorts;seloturismo
quais são os protocolos estabelecidos para o ramo da hotelaria;seloturismo
protocolos para os setores de Meios de Hospedagem;seloturismo
o interessado deve atender às orientações previstas no protocolo destinado à atividade turistica em que atua;seloturismo
por meio de auto declaração que atende aos pré-requisitos que lhe permite solicitar a adesão ao Selo;seloturismo
COMO OS EMPREENDIMENTOS PODERÃO aderir para ter ACESSO A ESSE SELO?;seloturismo
dada novas orientações de higiene como farei para me atualizar;seloturismo
como se dara as atualizações no protocolo;seloturismo
o protocolo tera atualizações frequentes;seloturismo
o protocolo sera atualizado;seloturismo
o protocolo muda;seloturismo
O protocolo é um documento único ou pode ser atualizado?;seloturismo
quando tiver outras recomendaçoes de higiene como as atualizarei;seloturismo
como sera a atualização quando eu for informado de novas medidas de higiene;seloturismo
como atualizar quando eu for informado de novas medidas de higiene;seloturismo
quando eu for informado de novas recomendaçoes de higiene como atualizar;seloturismo
Como vou me manter atualizado para as novas orientaçoes de higiene divulgadas pelo Mtur;seloturismo
saiu novas orientaçoes de higiene como vou atualizar meu selo;seloturismo
como ficarei sabendo se houve novas orientações para o meu tipo de estabelecimento;seloturismo
como ficarei sabendo se houve novas orientações de higiene para aquele tipo de estabelecimento;seloturismo
Sempre que o Ministerio do Turismo divulgar novas orientações de higiene devo atualizar o selo;seloturismo
Sairam novas o orientações de higiene divulgadas de Mtur o que fazer;seloturismo
o selo sempre devera ser atualizado quando surgir novas orientações de higiene;seloturismo
caso surjam novas orientações de higiene como atualizar o selo;seloturismo
caso surjam novas orientações de higiene preciso imprimir novo selo;seloturismo
se as medidas de higiene sanitaria forem atualizações preciso fazer o dowload do selo novamente;seloturismo
quando as medidas de higiene sanitaria forem atualizações preciso baixar novo selo;seloturismo
as medidas de higiene sanitaria do protocolo terão atualizações frequentes;seloturismo
as medidas de higiene sanitaria recomendadas pelo selo terão atualizações frequentes;seloturismo
as medidas de higiene sanitaria estabelecidas pelo selo terão atualizações frequentes;seloturismo
O protocolo estabelecido pelo selo terá atualizações;seloturismo
O PROTOCOLO É UM DOCUMENTO ÚNICO OU PODERÁ SER ATUALIZADO?;seloturismo
QUAIS OS CRITÉRIOS observados pelo MINISTÉRIO DO TURISMO PARA FORMULAÇÃO DESSES PROTOCOLOS;seloturismo
QUAIS OS CRITÉRIOS UTILIZADOS PELO MINISTÉRIO DO TURISMO PARA FORMULAÇÃO DESSES PROTOCOLOS?;seloturismo
